date,currency,buying_rate,average_rate,selling_rate,mid_rate,is_official_observation
2026-05-27,USD,1458.545,1463.545,1468.545,1463.545,0
2026-05-28,USD,1458.64,1463.64,1468.64,1463.64,1
2026-05-29,USD,1458.725,1463.725,1468.725,1463.725,1
2026-05-30,USD,1458.725,1463.725,1468.725,1463.725,0
2026-05-31,USD,1458.725,1463.725,1468.725,1463.725,0
2026-06-01,USD,1458.82,1463.82,1468.82,1463.82,1
2026-06-02,USD,1458.9175,1463.9175,1468.9175,1463.9175,1
2026-06-03,USD,1459.015,1464.015,1469.015,1464.015,1
2026-06-04,USD,1459.095,1464.095,1469.095,1464.095,1
2026-06-05,USD,1459.182,1464.182,1469.182,1464.182,1
2026-06-06,USD,1459.182,1464.182,1469.182,1464.182,0
2026-06-07,USD,1459.182,1464.182,1469.182,1464.182,0
2026-06-08,USD,1459.279,1464.279,1469.279,1464.279,1
2026-06-09,USD,1459.36,1464.36,1469.36,1464.36,1
2026-06-10,USD,1459.45,1464.45,1469.45,1464.45,1
2026-06-11,USD,1459.545,1464.545,1469.545,1464.545,1
2026-06-12,USD,1459.615,1464.615,1469.615,1464.615,1
2026-06-13,USD,1459.615,1464.615,1469.615,1464.615,0
2026-06-14,USD,1459.615,1464.615,1469.615,1464.615,0
2026-06-15,USD,1459.705,1464.705,1469.705,1464.705,1
2026-06-16,USD,1459.8,1464.8,1469.8,1464.8,1
2026-06-17,USD,1459.89,1464.89,1469.89,1464.89,1
2026-06-18,USD,1459.985,1464.985,1469.985,1464.985,1
2026-06-19,USD,1460.07,1465.07,1470.07,1465.07,1
2026-06-20,USD,1460.07,1465.07,1470.07,1465.07,0
2026-06-21,USD,1460.07,1465.07,1470.07,1465.07,0
2026-06-22,USD,1460.165,1465.165,1470.165,1465.165,1
2026-06-23,USD,1460.26,1465.26,1470.26,1465.26,1
2026-06-24,USD,1460.35,1465.35,1470.35,1465.35,1
2026-06-25,USD,1460.445,1465.445,1470.445,1465.445,1
